Country or Area Code,Country or Area,Year,Flow,Trade (USD)
446,"China, Macao SAR",2002,Import,3009120801
446,"China, Macao SAR",2002,Export,2356770083
446,"China, Macao SAR",2002,Re-Export,516932573
446,"China, Macao SAR",2002,Re-Import,478299361
446,"China, Macao SAR",2001,Import,2823500760
446,"China, Macao SAR",2001,Export,2299494836
446,"China, Macao SAR",2001,Re-Export,416393664
446,"China, Macao SAR",2001,Re-Import,437350456
446,"China, Macao SAR",2000,Import,2625222775
446,"China, Macao SAR",2000,Export,2539329767
446,"China, Macao SAR",2000,Re-Export,411134503
446,"China, Macao SAR",2000,Re-Import,370760479
446,"China, Macao SAR",1999,Import,2035867008
446,"China, Macao SAR",1999,Export,2196667904
446,"China, Macao SAR",1999,Re-Export,316825408
446,"China, Macao SAR",1998,Import,1947667072
446,"China, Macao SAR",1998,Export,2134607360
446,"China, Macao SAR",1998,Re-Export,272331936
446,"China, Macao SAR",1997,Import,2076626176
446,"China, Macao SAR",1997,Export,2282087168
446,"China, Macao SAR",1997,Re-Export,137436048
446,"China, Macao SAR",1996,Import,1991975040
446,"China, Macao SAR",1996,Export,2100014464
446,"China, Macao SAR",1996,Re-Export,111157632
446,"China, Macao SAR",1995,Import,2025300224
446,"China, Macao SAR",1995,Export,2024681088
446,"China, Macao SAR",1995,Re-Export,43168952
446,"China, Macao SAR",1994,Import,2089227264
446,"China, Macao SAR",1994,Export,1872180224
446,"China, Macao SAR",1994,Re-Export,39697820
446,"China, Macao SAR",1993,Import,1996407552
446,"China, Macao SAR",1993,Export,1796751872
446,"China, Macao SAR",1993,Re-Export,33695972
446,"China, Macao SAR",1992,Import,1948183936
446,"China, Macao SAR",1992,Export,1786088448
446,"China, Macao SAR",1992,Re-Export,36998152
446,"China, Macao SAR",1991,Import,1839269504
446,"China, Macao SAR",1991,Export,1688952064
446,"China, Macao SAR",1991,Re-Export,33635612
170,Colombia,2012,Import,58087854461
170,Colombia,2012,Export,60273618168
170,Colombia,2012,Re-Import,1254078713
170,Colombia,2011,Import,54674822113
170,Colombia,2011,Export,56953516086
170,Colombia,2011,Re-Export,679674900
170,Colombia,2011,Re-Import,1503084067
170,Colombia,2010,Import,40682507646
170,Colombia,2010,Export,39819528642
170,Colombia,2010,Re-Export,343507153
170,Colombia,2010,Re-Import,166265511
170,Colombia,2009,Import,32897671468
170,Colombia,2009,Export,32852985837
170,Colombia,2009,Re-Export,180709258
170,Colombia,2009,Re-Import,123991813
170,Colombia,2008,Export,37625882065
170,Colombia,2008,Import,39668840245
170,Colombia,2007,Import,32897045325
170,Colombia,2007,Export,29991332000
170,Colombia,2006,Re-Import,623828453
170,Colombia,2006,Import,26162439964
170,Colombia,2006,Export,24390975103
170,Colombia,2005,Import,21204162067
170,Colombia,2005,Export,21190438735
170,Colombia,2005,Re-Import,410383029
170,Colombia,2004,Import,17099536992
170,Colombia,2004,Export,16729677706
170,Colombia,2003,Import,13880612940
170,Colombia,2003,Export,13092218069
170,Colombia,2003,Re-Import,209001752
170,Colombia,2002,Import,12689965006
170,Colombia,2002,Export,11897488381
170,Colombia,2001,Import,12820352186
170,Colombia,2001,Export,12301486486
170,Colombia,2000,Import,11757001451
170,Colombia,2000,Export,13158400847
170,Colombia,1999,Import,10659186688
170,Colombia,1999,Export,11617030144
170,Colombia,1998,Import,14677125120
170,Colombia,1998,Export,10821222400
170,Colombia,1997,Import,15378803712
170,Colombia,1997,Export,11549019136
170,Colombia,1996,Import,13680470016
170,Colombia,1996,Export,10647555072
170,Colombia,1995,Import,13883488256
170,Colombia,1995,Export,10201048064
170,Colombia,1994,Import,11934947328
170,Colombia,1994,Export,8537516544
170,Colombia,1993,Import,9829160960
170,Colombia,1993,Export,7123438592
170,Colombia,1992,Import,6683928064
170,Colombia,1992,Export,6916042752
170,Colombia,1991,Import,4966978048
170,Colombia,1991,Export,7268634624
174,Comoros,2009,Import,181541489
174,Comoros,2009,Export,12587676
174,Comoros,2008,Import,163000303
174,Comoros,2008,Export,5420166
174,Comoros,2008,Re-Export,19923
174,Comoros,2007,Import,120485986
174,Comoros,2007,Export,8533076
174,Comoros,2007,Re-Import,254338
174,Comoros,2006,Import,101386037
174,Comoros,2006,Export,2588695
174,Comoros,2005,Import,85149984
174,Comoros,2005,Export,3740681
174,Comoros,2005,Re-Export,48
174,Comoros,2004,Import,64955218
174,Comoros,2004,Export,7907489
174,Comoros,2004,Re-Export,1325
174,Comoros,2003,Import,45860675
174,Comoros,2003,Export,6479267
174,Comoros,2003,Re-Export,14832
174,Comoros,2002,Import,37133344
174,Comoros,2002,Export,9345886
174,Comoros,2002,Re-Export,7105
174,Comoros,2001,Import,35137014
174,Comoros,2001,Export,7687386
174,Comoros,2001,Re-Export,3989
174,Comoros,2000,Import,36281201
174,Comoros,2000,Export,7179964
174,Comoros,1999,Import,79851136
174,Comoros,1999,Export,4652278
174,Comoros,1998,Import,46949896
174,Comoros,1998,Export,3937605
174,Comoros,1997,Import,55029108
174,Comoros,1997,Export,5628310
174,Comoros,1996,Import,56641000
174,Comoros,1996,Export,6140695
174,Comoros,1995,Import,62392852
174,Comoros,1995,Export,11024356
178,Congo,2010,Import,4369417122
178,Congo,2010,Export,6917584947
178,Congo,2009,Import,4447112560
178,Congo,2009,Export,8201529531
178,Congo,2008,Import,3539647608
178,Congo,2008,Export,9169742429
178,Congo,2007,Import,3928834277
178,Congo,2007,Export,6293205516
178,Congo,1995,Import,555904448
178,Congo,1995,Export,1089792640
178,Congo,1994,Import,395159616
178,Congo,1994,Export,917803904
178,Congo,1993,Import,347060768
178,Congo,1993,Export,965338816
184,Cook Isds,2011,Import,109316111
184,Cook Isds,2011,Export,3124692
184,Cook Isds,2010,Import,90628915
184,Cook Isds,2010,Export,5162836
184,Cook Isds,2009,Import,81557386
184,Cook Isds,2009,Export,2746920
184,Cook Isds,2008,Export,4138465
184,Cook Isds,2007,Import,103209430
184,Cook Isds,2005,Import,81272945
184,Cook Isds,2005,Export,5239418
184,Cook Isds,2004,Import,75947907
184,Cook Isds,2004,Export,7152025
184,Cook Isds,2004,Re-Export,636
184,Cook Isds,2003,Import,71149081
184,Cook Isds,2003,Export,8611607
184,Cook Isds,2002,Import,47418199
184,Cook Isds,2002,Export,5099700
184,Cook Isds,2002,Re-Export,12992
184,Cook Isds,2001,Import,46879292
184,Cook Isds,2001,Export,6823828
184,Cook Isds,2001,Re-Export,5161
184,Cook Isds,2000,Export,8907081
184,Cook Isds,2000,Re-Export,1586562
188,Costa Rica,2012,Import,18355992786
188,Costa Rica,2012,Export,11250803893
188,Costa Rica,2011,Import,18263804971
188,Costa Rica,2011,Export,10222241025
188,Costa Rica,2010,Import,13920243832
188,Costa Rica,2010,Export,9044840676
188,Costa Rica,2009,Import,11550460954
188,Costa Rica,2009,Export,8836344677
188,Costa Rica,2008,Import,15289400229
188,Costa Rica,2008,Export,9744538493
188,Costa Rica,2007,Import,12757849001
188,Costa Rica,2007,Export,8927618673
188,Costa Rica,2006,Import,11070461479
188,Costa Rica,2006,Export,7254865615
188,Costa Rica,2005,Import,9173270268
188,Costa Rica,2005,Export,7150688305
188,Costa Rica,2005,Re-Import,27382291
188,Costa Rica,2004,Import,8003129239
188,Costa Rica,2004,Export,5952582116
188,Costa Rica,2003,Import,7388170418
188,Costa Rica,2003,Export,5800403559
188,Costa Rica,2002,Import,6894239232
188,Costa Rica,2002,Export,4950394368
188,Costa Rica,2001,Import,6272249344
188,Costa Rica,2001,Export,4715783680
188,Costa Rica,2000,Import,6028836352
188,Costa Rica,2000,Export,5486873088
188,Costa Rica,1999,Import,5986504619
188,Costa Rica,1999,Export,6283076111
188,Costa Rica,1998,Import,6237100032
188,Costa Rica,1998,Export,5151279104
188,Costa Rica,1997,Import,4510893568
188,Costa Rica,1997,Export,3892947968
188,Costa Rica,1996,Import,3560994560
188,Costa Rica,1996,Export,2779789824
188,Costa Rica,1995,Import,3205464832
188,Costa Rica,1995,Export,2701754624
188,Costa Rica,1994,Import,3024326400
188,Costa Rica,1994,Export,2220437248
384,Côte d'Ivoire,2012,Import,9769657073
384,Côte d'Ivoire,2012,Export,10860995103
384,Côte d'Ivoire,2011,Import,6719987403
384,Côte d'Ivoire,2011,Export,11049062530
384,Côte d'Ivoire,2010,Import,7849330823
384,Côte d'Ivoire,2010,Export,10283508506
384,Côte d'Ivoire,2009,Import,6959933735
384,Côte d'Ivoire,2009,Export,10280077341
384,Côte d'Ivoire,2008,Import,7883679372
384,Côte d'Ivoire,2008,Export,9778784459
384,Côte d'Ivoire,2007,Import,6683116670
384,Côte d'Ivoire,2007,Export,8067712995
384,Côte d'Ivoire,2006,Import,5820429127
384,Côte d'Ivoire,2006,Export,8147735548
384,Côte d'Ivoire,2005,Import,5864962365
384,Côte d'Ivoire,2005,Export,7247936390
384,Côte d'Ivoire,2004,Import,4714732603
384,Côte d'Ivoire,2004,Export,6578856275
384,Côte d'Ivoire,2003,Import,3278553742
384,Côte d'Ivoire,2003,Export,5326972525
384,Côte d'Ivoire,2002,Import,2599007488
384,Côte d'Ivoire,2002,Export,4971883520
384,Côte d'Ivoire,2001,Import,2547863503
384,Côte d'Ivoire,2001,Export,3649815674
384,Côte d'Ivoire,2000,Import,2482190848
384,Côte d'Ivoire,2000,Export,3627869440
384,Côte d'Ivoire,1999,Import,2897644544
384,Côte d'Ivoire,1999,Export,4313840640
384,Côte d'Ivoire,1998,Import,2999738880
384,Côte d'Ivoire,1998,Export,4407409664
384,Côte d'Ivoire,1997,Import,2750775808
384,Côte d'Ivoire,1997,Export,4166296832
384,Côte d'Ivoire,1996,Import,2615644416
384,Côte d'Ivoire,1996,Export,4274680576
384,Côte d'Ivoire,1996,Re-Export,821147264
384,Côte d'Ivoire,1995,Import,2472055552
384,Côte d'Ivoire,1995,Export,3736867840
384,Côte d'Ivoire,1995,Re-Export,704951680
191,Croatia,2012,Import,20834262292
191,Croatia,2012,Export,12368983411
191,Croatia,2011,Import,22714694002
191,Croatia,2011,Export,13364022440
191,Croatia,2010,Import,20067004556
191,Croatia,2010,Export,11810676241
191,Croatia,2009,Import,21204851207
191,Croatia,2009,Export,10491835496
191,Croatia,2008,Import,30726986737
191,Croatia,2008,Export,14123674785
191,Croatia,2007,Import,25829460931
191,Croatia,2007,Export,12360221564
191,Croatia,2006,Import,21502493972
191,Croatia,2006,Export,10376964369
191,Croatia,2005,Import,18560366869
191,Croatia,2005,Export,8772552653
191,Croatia,2004,Import,16589172476
191,Croatia,2004,Export,8024156751
191,Croatia,2003,Import,14209034610
191,Croatia,2003,Export,6186630195
191,Croatia,2002,Import,10722045127
191,Croatia,2002,Export,4903584487
191,Croatia,2001,Import,9147129932
191,Croatia,2001,Export,4665908208
191,Croatia,2000,Import,7886511618
191,Croatia,2000,Export,4431597348
191,Croatia,1999,Import,7777378559
191,Croatia,1999,Export,4279690427
191,Croatia,1998,Import,8383010304
191,Croatia,1998,Export,4541103616
191,Croatia,1997,Import,9122318336
191,Croatia,1997,Export,4340856320
191,Croatia,1996,Import,7787760128
191,Croatia,1996,Export,4511729152
191,Croatia,1995,Import,7509185024
191,Croatia,1995,Export,4632655872
191,Croatia,1994,Import,5229113856
191,Croatia,1994,Export,4260363776
191,Croatia,1993,Import,4666346496
191,Croatia,1993,Export,3903808256
191,Croatia,1992,Import,4460712960
191,Croatia,1992,Export,4597484032
192,Cuba,2006,Import,10173591459
192,Cuba,2006,Export,2980151743
192,Cuba,2006,Re-Export,32099595
192,Cuba,2006,Re-Import,11917797
192,Cuba,2005,Import,8084336299
192,Cuba,2005,Export,2318592231
192,Cuba,2005,Re-Export,15645084
192,Cuba,2005,Re-Import,18006031
192,Cuba,2004,Import,5609561088
192,Cuba,2004,Export,2332101252
192,Cuba,2003,Import,4661954476
192,Cuba,2003,Export,1676913024
192,Cuba,2002,Import,4176548454
192,Cuba,2002,Export,1421666315
192,Cuba,2001,Import,5250845184
192,Cuba,2001,Export,1664826624
192,Cuba,2000,Import,4843240864
192,Cuba,2000,Export,1676059979
192,Cuba,1999,Import,4391241802
192,Cuba,1999,Export,1495833377
196,Cyprus,2012,Import,7376933504
196,Cyprus,2012,Export,1826017361
196,Cyprus,2012,Re-Export,991800964
196,Cyprus,2011,Import,8788557849
196,Cyprus,2011,Export,1954770383
196,Cyprus,2011,Re-Export,1081251806
196,Cyprus,2010,Import,8644721987
196,Cyprus,2010,Export,1506457953
196,Cyprus,2010,Re-Export,755208345
196,Cyprus,2009,Import,7933397121
196,Cyprus,2009,Export,1350948810
196,Cyprus,2009,Re-Export,682992482
196,Cyprus,2008,Import,10849019023
196,Cyprus,2008,Export,1713315359
196,Cyprus,2008,Re-Export,909907080
196,Cyprus,2007,Import,8748906634
196,Cyprus,2007,Export,1486412281
196,Cyprus,2007,Re-Export,792989682
196,Cyprus,2006,Import,7045698860
196,Cyprus,2006,Export,1414865802
196,Cyprus,2006,Re-Export,846557491
196,Cyprus,2005,Import,6382106088
196,Cyprus,2005,Export,1546373415
196,Cyprus,2005,Re-Export,1034289918
196,Cyprus,2004,Import,5730420745
196,Cyprus,2004,Export,1171483862
196,Cyprus,2004,Re-Export,668288907
196,Cyprus,2004,Re-Import,75013
196,Cyprus,2003,Import,4466429464
196,Cyprus,2003,Export,923135055
196,Cyprus,2003,Re-Export,507273176
196,Cyprus,2003,Re-Import,661219
196,Cyprus,2002,Import,4083302536
196,Cyprus,2002,Export,837007019
196,Cyprus,2002,Re-Export,457958144
196,Cyprus,2002,Re-Import,1000953
196,Cyprus,2001,Import,3924683234
196,Cyprus,2001,Export,997160970
196,Cyprus,2001,Re-Export,591269793
196,Cyprus,2001,Re-Import,2140869
196,Cyprus,2000,Import,3846316785
196,Cyprus,2000,Export,980554638
196,Cyprus,2000,Re-Export,565620944
196,Cyprus,2000,Re-Import,1376602
196,Cyprus,1999,Import,3617947136
196,Cyprus,1999,Export,997005504
196,Cyprus,1999,Re-Export,601891968
196,Cyprus,1998,Import,3686276608
196,Cyprus,1998,Export,1061851200
196,Cyprus,1998,Re-Export,635570432
196,Cyprus,1997,Import,3698056448
196,Cyprus,1997,Export,1250107776
196,Cyprus,1997,Re-Export,821009024
196,Cyprus,1996,Import,3981867520
196,Cyprus,1996,Export,1390613376
196,Cyprus,1996,Re-Export,901209984
196,Cyprus,1995,Import,3693766400
196,Cyprus,1995,Export,1230544256
196,Cyprus,1995,Re-Export,701969984
196,Cyprus,1994,Import,3014050816
196,Cyprus,1994,Export,961219072
196,Cyprus,1994,Re-Export,518016480
196,Cyprus,1993,Import,2535929856
196,Cyprus,1993,Export,867296128
196,Cyprus,1993,Re-Export,452079968
196,Cyprus,1992,Import,3300408832
196,Cyprus,1992,Export,1005167296
196,Cyprus,1992,Re-Export,493481216
196,Cyprus,1991,Import,2620282624
196,Cyprus,1991,Export,951804544
196,Cyprus,1991,Re-Export,416720992
196,Cyprus,1990,Import,2563593472
196,Cyprus,1990,Export,949220608
196,Cyprus,1990,Re-Export,376765888
196,Cyprus,1989,Import,2280303104
196,Cyprus,1989,Export,793037824
196,Cyprus,1989,Re-Export,294969632
203,Czech Rep.,2013,Import,1.41991E+11
203,Czech Rep.,2013,Export,1.61002E+11
203,Czech Rep.,2013,Re-Import,1588
203,Czech Rep.,2012,Import,1.39727E+11
203,Czech Rep.,2012,Export,1.56423E+11
203,Czech Rep.,2012,Re-Import,799171
203,Czech Rep.,2011,Import,1.50813E+11
203,Czech Rep.,2011,Export,1.62392E+11
203,Czech Rep.,2011,Re-Import,409523
203,Czech Rep.,2010,Import,1.25691E+11
203,Czech Rep.,2010,Export,1.32141E+11
203,Czech Rep.,2009,Import,1.0485E+11
203,Czech Rep.,2009,Export,1.12884E+11
203,Czech Rep.,2008,Import,1.41834E+11
203,Czech Rep.,2008,Export,1.46087E+11
203,Czech Rep.,2008,Re-Import,411829
203,Czech Rep.,2007,Import,1.16822E+11
203,Czech Rep.,2007,Export,1.209E+11
203,Czech Rep.,2006,Import,93429474463
203,Czech Rep.,2006,Export,95140986342
203,Czech Rep.,2005,Import,76527310253
203,Czech Rep.,2005,Export,78208547529
203,Czech Rep.,2005,Re-Import,1483065
203,Czech Rep.,2004,Import,66705681857
203,Czech Rep.,2004,Export,65771586904
203,Czech Rep.,2003,Import,51239343424
203,Czech Rep.,2003,Export,48720350334
203,Czech Rep.,2002,Import,48230794211
203,Czech Rep.,2002,Export,44263575824
203,Czech Rep.,2001,Import,36476653549
203,Czech Rep.,2001,Export,33384210374
203,Czech Rep.,2000,Import,32242586506
203,Czech Rep.,2000,Export,29052866787
203,Czech Rep.,1999,Import,28837311765
203,Czech Rep.,1999,Export,26842601535
203,Czech Rep.,1998,Import,30524192768
203,Czech Rep.,1998,Export,28305768448
203,Czech Rep.,1997,Import,27183540224
203,Czech Rep.,1997,Export,22746343424
203,Czech Rep.,1996,Import,27717294080
203,Czech Rep.,1996,Export,21907320832
203,Czech Rep.,1995,Import,25303402496
203,Czech Rep.,1995,Export,21685565440
203,Czech Rep.,1994,Import,14950940672
203,Czech Rep.,1994,Export,14081443840
203,Czech Rep.,1993,Import,12703873024
203,Czech Rep.,1993,Export,12892198912
208,Denmark,2012,Import,92296840060
208,Denmark,2012,Export,1.06126E+11
208,Denmark,2011,Import,96436757406
208,Denmark,2011,Export,1.11902E+11
208,Denmark,2010,Import,83161714970
208,Denmark,2010,Export,95758909643
208,Denmark,2009,Import,80364351588
208,Denmark,2009,Export,91800963333
208,Denmark,2008,Import,1.09166E+11
208,Denmark,2008,Export,1.15876E+11
208,Denmark,2007,Import,97445155576
208,Denmark,2007,Export,1.01616E+11
208,Denmark,2006,Import,84187118377
208,Denmark,2006,Export,90638722238
208,Denmark,2005,Import,72715727199
208,Denmark,2005,Export,81779551646
208,Denmark,2004,Import,66845208976
208,Denmark,2004,Export,74740558446
208,Denmark,2003,Import,56227253873
208,Denmark,2003,Export,64614226301
208,Denmark,2002,Import,49284928743
208,Denmark,2002,Export,55673560165
208,Denmark,2001,Import,44625173798
208,Denmark,2001,Export,50973842380
208,Denmark,2000,Import,44533303695
208,Denmark,2000,Export,49102286748
208,Denmark,1999,Import,44316614710
208,Denmark,1999,Export,49027809020
208,Denmark,1998,Import,45700681728
208,Denmark,1998,Export,47709990912
208,Denmark,1997,Import,44492341248
208,Denmark,1997,Export,48800432128
208,Denmark,1996,Import,43126353920
208,Denmark,1996,Export,48884543488
208,Denmark,1995,Import,43141529600
208,Denmark,1995,Export,48789127168
208,Denmark,1994,Import,35436449792
208,Denmark,1994,Export,41602367488
208,Denmark,1993,Import,30535712768
208,Denmark,1993,Export,37170991104
208,Denmark,1992,Import,33590321152
208,Denmark,1992,Export,39553110016
208,Denmark,1991,Import,32169422848
208,Denmark,1991,Export,35713056768
208,Denmark,1990,Import,31575709696
208,Denmark,1990,Export,34842796032
208,Denmark,1989,Import,26618134528
208,Denmark,1989,Export,28046196736
262,Djibouti,2009,Import,647615351
262,Djibouti,2009,Export,363708835
262,Djibouti,2009,Re-Export,206225381
212,Dominica,2012,Import,211867612
212,Dominica,2012,Export,37013221
212,Dominica,2012,Re-Export,7753789
212,Dominica,2010,Import,224597229
212,Dominica,2010,Export,34115972
212,Dominica,2010,Re-Export,6207894
212,Dominica,2009,Import,222155644
212,Dominica,2009,Export,33486434
212,Dominica,2009,Re-Export,2011601
212,Dominica,2008,Import,232374660
212,Dominica,2008,Export,39993803
212,Dominica,2008,Re-Export,1861428
212,Dominica,2007,Import,195733908
212,Dominica,2007,Export,36833306
212,Dominica,2007,Re-Export,1065664
212,Dominica,2006,Import,166895925
212,Dominica,2006,Export,41472783
212,Dominica,2006,Re-Export,1004177
212,Dominica,2005,Import,165342102
212,Dominica,2005,Export,41782567
212,Dominica,2005,Re-Export,2679183
212,Dominica,2004,Import,145138009
212,Dominica,2004,Export,41309285
212,Dominica,2004,Re-Export,1717297
212,Dominica,2003,Import,127018269
212,Dominica,2003,Export,39306229
212,Dominica,2003,Re-Export,1377944
212,Dominica,2002,Import,115667930
212,Dominica,2002,Export,41901791
212,Dominica,2002,Re-Export,3281743
212,Dominica,2001,Import,131050626
212,Dominica,2001,Export,43396107
212,Dominica,2001,Re-Export,2038545
212,Dominica,2000,Import,148167404
212,Dominica,2000,Export,53582548
212,Dominica,2000,Re-Export,2645195
212,Dominica,1999,Import,132828320
212,Dominica,1999,Export,54316352
212,Dominica,1999,Re-Export,2141937
212,Dominica,1997,Import,133222512
212,Dominica,1997,Export,51930356
212,Dominica,1997,Re-Export,942135
212,Dominica,1996,Import,129939280
212,Dominica,1996,Export,51152720
212,Dominica,1996,Re-Export,1168751
212,Dominica,1995,Import,117265424
212,Dominica,1995,Export,45243276
212,Dominica,1995,Re-Export,1567375
212,Dominica,1994,Import,96311680
212,Dominica,1994,Export,45228996
212,Dominica,1994,Re-Export,1100429
212,Dominica,1993,Import,93785760
212,Dominica,1993,Export,48010424
212,Dominica,1993,Re-Export,1133809
214,Dominican Rep.,2012,Import,19200466024
214,Dominican Rep.,2012,Export,6902480706
214,Dominican Rep.,2011,Import,18156132539
214,Dominican Rep.,2011,Export,6112524200
214,Dominican Rep.,2010,Import,15138222512
214,Dominican Rep.,2010,Export,4766733677
214,Dominican Rep.,2009,Import,12054439215
214,Dominican Rep.,2009,Export,4374407643
214,Dominican Rep.,2008,Import,12167109734
214,Dominican Rep.,2008,Export,6421633807
214,Dominican Rep.,2007,Import,10594387084
214,Dominican Rep.,2007,Export,6793733720
214,Dominican Rep.,2006,Import,8421973135
214,Dominican Rep.,2006,Export,6079883885
214,Dominican Rep.,2005,Import,6804051605
214,Dominican Rep.,2005,Export,6183383171
214,Dominican Rep.,2004,Import,4703853988
214,Dominican Rep.,2004,Export,5938370490
214,Dominican Rep.,2003,Import,4208657312
214,Dominican Rep.,2003,Export,5496363668
214,Dominican Rep.,2002,Import,5329777973
214,Dominican Rep.,2002,Export,5229321737
214,Dominican Rep.,2002,Re-Import,6495
214,Dominican Rep.,2001,Import,5496743936
214,Dominican Rep.,2001,Export,814348992
214,Dominican Rep.,1997,Export,4763227648
214,Dominican Rep.,1996,Export,4097815808
218,Ecuador,2012,Import,25196517284
218,Ecuador,2012,Export,23852016735
218,Ecuador,2011,Import,24286061051
218,Ecuador,2011,Export,22342523911
218,Ecuador,2010,Import,20590848480
218,Ecuador,2010,Export,17489921736
218,Ecuador,2009,Import,15089885150
218,Ecuador,2009,Export,13863049882
218,Ecuador,2008,Import,18851930298
218,Ecuador,2008,Export,18818325454
218,Ecuador,2007,Import,13565297222
218,Ecuador,2007,Export,13800363526
218,Ecuador,2006,Import,12113558389
218,Ecuador,2006,Export,12727796058
218,Ecuador,2005,Import,9608701206
218,Ecuador,2005,Export,9869356995
218,Ecuador,2004,Import,7861007358
218,Ecuador,2004,Export,7606116373
218,Ecuador,2003,Import,6534323231
218,Ecuador,2003,Export,6038494398
218,Ecuador,2002,Import,6431041536
218,Ecuador,2002,Export,5041492480
218,Ecuador,2001,Import,5362845184
218,Ecuador,2001,Export,4647487488
218,Ecuador,2000,Import,3445907712
218,Ecuador,2000,Export,4821865472
218,Ecuador,1999,Import,3017166537
218,Ecuador,1999,Export,4451080724
218,Ecuador,1998,Import,5575400448
218,Ecuador,1998,Export,4203045888
218,Ecuador,1997,Import,4510621184
218,Ecuador,1997,Export,5214140416
218,Ecuador,1996,Import,3733027328
218,Ecuador,1996,Export,4889830912
218,Ecuador,1995,Import,4195143424
218,Ecuador,1995,Export,4361497088
218,Ecuador,1994,Import,3622003968
218,Ecuador,1994,Export,3843350016
218,Ecuador,1993,Import,2552716288
218,Ecuador,1993,Export,3019999232
218,Ecuador,1992,Import,2501299712
218,Ecuador,1992,Export,3042286848
218,Ecuador,1991,Import,2327865088
218,Ecuador,1991,Export,2851399168
818,Egypt,2012,Import,69865551868
818,Egypt,2012,Export,29417005557
818,Egypt,2011,Import,62282016834
818,Egypt,2011,Export,31582438765
818,Egypt,2011,Re-Import,6690
818,Egypt,2010,Import,53003406057
818,Egypt,2010,Export,26331836029
818,Egypt,2009,Import,44912462525
818,Egypt,2009,Export,24182270177
818,Egypt,2008,Import,52751022273
818,Egypt,2008,Export,25966760907
818,Egypt,2007,Import,27031270990
818,Egypt,2007,Export,16167275327
818,Egypt,2006,Import,20593990809
818,Egypt,2006,Export,13719962858
818,Egypt,2005,Import,19811938051
818,Egypt,2005,Export,10645561788
818,Egypt,2004,Import,12841089231
818,Egypt,2004,Export,7680181846
818,Egypt,2003,Import,10892868789
818,Egypt,2003,Export,6159277492
818,Egypt,2002,Import,12496060022
818,Egypt,2002,Export,4662432417
818,Egypt,2001,Import,12720437112
818,Egypt,2001,Export,4140826361
818,Egypt,2000,Import,13963711320
818,Egypt,2000,Export,4693494106
818,Egypt,1999,Import,15962046464
818,Egypt,1999,Export,3500898560
818,Egypt,1998,Import,16478605312
818,Egypt,1998,Export,3195258880
818,Egypt,1997,Import,13168464896
818,Egypt,1997,Export,3907973888
818,Egypt,1996,Import,13019580416
818,Egypt,1996,Export,3534493184
818,Egypt,1995,Import,11738950656
818,Egypt,1995,Export,3444135424
818,Egypt,1994,Import,9586666496
818,Egypt,1994,Export,3472541696
222,El Salvador,2013,Import,10771952672
222,El Salvador,2013,Export,5491093561
222,El Salvador,2012,Import,10269626606
222,El Salvador,2012,Export,5339088393
222,El Salvador,2011,Import,9964507544
222,El Salvador,2011,Export,5308179072
222,El Salvador,2010,Import,8416163087
222,El Salvador,2010,Export,4499243252
222,El Salvador,2009,Export,3866080098
222,El Salvador,2009,Import,7325362175
222,El Salvador,2008,Import,9817654300
222,El Salvador,2008,Export,4641070493
222,El Salvador,2007,Import,8820612384
222,El Salvador,2007,Export,4014538645
222,El Salvador,2006,Import,7762676028
222,El Salvador,2006,Export,3729992948
222,El Salvador,2005,Import,6809106545
222,El Salvador,2005,Export,3436475784
222,El Salvador,2004,Export,3304580928
222,El Salvador,2004,Import,6328971076
222,El Salvador,2003,Import,5754222820
222,El Salvador,2003,Export,3128002533
222,El Salvador,2002,Import,5184498082
222,El Salvador,2002,Export,2995069168
222,El Salvador,2001,Export,2863774313
222,El Salvador,2001,Import,5026519683
222,El Salvador,2000,Export,2941306058
222,El Salvador,2000,Import,4947706935
222,El Salvador,1999,Import,3128087329
222,El Salvador,1999,Export,1164156461
222,El Salvador,1998,Import,3108029184
222,El Salvador,1998,Export,1257067008
222,El Salvador,1997,Import,2961483008
222,El Salvador,1997,Export,1353900800
222,El Salvador,1996,Import,2670085888
222,El Salvador,1996,Export,1024263680
222,El Salvador,1995,Import,2627658752
222,El Salvador,1995,Export,985199360
222,El Salvador,1994,Import,2255781632
222,El Salvador,1994,Export,821796992
232,Eritrea,2003,Import,432839183
232,Eritrea,2003,Export,6618598
232,Eritrea,2003,Re-Export,948443
233,Estonia,2013,Re-Import,34200811
233,Estonia,2013,Import,19881514188
233,Estonia,2013,Export,18256653358
233,Estonia,2012,Import,19750324256
233,Estonia,2012,Export,18157456244
233,Estonia,2012,Re-Import,29350622
233,Estonia,2011,Import,18963366160
233,Estonia,2011,Export,18139131426
233,Estonia,2011,Re-Import,34853285
233,Estonia,2010,Import,13196568155
233,Estonia,2010,Export,12811364478
233,Estonia,2009,Import,11359986312
233,Estonia,2009,Export,10445840389
233,Estonia,2008,Import,17334620513
233,Estonia,2008,Export,13703857642
233,Estonia,2008,Re-Import,14735113
233,Estonia,2007,Import,16665173899
233,Estonia,2007,Export,11739446694
233,Estonia,2007,Re-Import,48347887
233,Estonia,2006,Import,14640717076
233,Estonia,2006,Export,10039366950
233,Estonia,2006,Re-Import,36645352
233,Estonia,2005,Import,11017581227
233,Estonia,2005,Export,8247444129
233,Estonia,2005,Re-Import,31419829
233,Estonia,2004,Import,9064122230
233,Estonia,2004,Export,6530529159
