Country or Area Code,Country or Area,Year,Flow,Trade (USD)
417,Kyrgyzstan,1996,Export,507070144
417,Kyrgyzstan,1995,Import,522362688
417,Kyrgyzstan,1995,Export,412041280
428,Latvia,2012,Import,16082387658
428,Latvia,2012,Export,12685521524
428,Latvia,2011,Import,15430778744
428,Latvia,2011,Export,11988196196
428,Latvia,2010,Import,11143287701
428,Latvia,2010,Export,8850801231
428,Latvia,2009,Import,9336920239
428,Latvia,2009,Export,7171469774
428,Latvia,2008,Import,15775195747
428,Latvia,2008,Export,9280774291
428,Latvia,2007,Import,15185449484
428,Latvia,2007,Export,7893151481
428,Latvia,2006,Import,11427301264
428,Latvia,2006,Export,5891472502
428,Latvia,2005,Import,8770450014
428,Latvia,2005,Export,5302744686
428,Latvia,2004,Import,7311044218
428,Latvia,2004,Export,4378634095
428,Latvia,2003,Import,5243979776
428,Latvia,2003,Export,2893669120
428,Latvia,2002,Import,4053685504
428,Latvia,2002,Export,2284406016
428,Latvia,2001,Import,3504388608
428,Latvia,2001,Export,2000723072
428,Latvia,2000,Import,3190803200
428,Latvia,2000,Export,1869262976
428,Latvia,1999,Import,2946780984
428,Latvia,1999,Export,1723793807
428,Latvia,1998,Import,3191363072
428,Latvia,1998,Export,1811128064
428,Latvia,1997,Import,2720941056
428,Latvia,1997,Export,1671602048
428,Latvia,1996,Import,2319496960
428,Latvia,1996,Export,1443301376
428,Latvia,1995,Import,1818007680
428,Latvia,1995,Export,1305006592
428,Latvia,1994,Import,1241478784
428,Latvia,1994,Export,989689664
422,Lebanon,2013,Import,21234205985
422,Lebanon,2013,Export,3937065938
422,Lebanon,2012,Import,21146549423
422,Lebanon,2012,Export,4446163434
422,Lebanon,2011,Import,20162637390
422,Lebanon,2011,Export,4266856015
422,Lebanon,2010,Import,17969734783
422,Lebanon,2010,Export,4254184915
422,Lebanon,2010,Re-Import,1891368
422,Lebanon,2009,Import,16231585205
422,Lebanon,2009,Export,3484154763
422,Lebanon,2008,Import,16136466067
422,Lebanon,2008,Export,3478305474
422,Lebanon,2007,Import,11814556538
422,Lebanon,2007,Export,2816320674
422,Lebanon,2007,Re-Import,642420
422,Lebanon,2006,Import,9395085285
422,Lebanon,2006,Export,2282513738
422,Lebanon,2005,Import,9326988000
422,Lebanon,2005,Export,1879013000
422,Lebanon,2004,Import,9385039000
422,Lebanon,2004,Export,1744957000
422,Lebanon,2003,Import,7167452160
422,Lebanon,2003,Export,1523920000
422,Lebanon,2002,Import,6443810304
422,Lebanon,2002,Export,1045481024
422,Lebanon,2001,Import,7290342912
422,Lebanon,2001,Export,889286336
422,Lebanon,2000,Import,6226768384
422,Lebanon,2000,Export,714330944
422,Lebanon,1999,Import,6205816832
422,Lebanon,1999,Export,676761280
422,Lebanon,1998,Import,7053862912
422,Lebanon,1998,Export,660939840
422,Lebanon,1997,Import,7437826048
422,Lebanon,1997,Export,642229248
426,Lesotho,2009,Import,1356077140
426,Lesotho,2009,Export,628127619
426,Lesotho,2008,Import,1066151578
426,Lesotho,2008,Export,244659785
426,Lesotho,2004,Import,1399392992
426,Lesotho,2004,Export,968402491
426,Lesotho,2003,Import,1115026999
426,Lesotho,2003,Export,478931979
426,Lesotho,2002,Import,799612288
426,Lesotho,2002,Export,357955648
426,Lesotho,2001,Import,598218816
426,Lesotho,2001,Export,279592960
426,Lesotho,2000,Import,613295744
426,Lesotho,2000,Export,336165792
434,Libya,2010,Import,17674367918
434,Libya,2010,Export,36440413733
434,Libya,2009,Import,12859378718
434,Libya,2009,Export,27255515045
434,Libya,2008,Import,9116481950
434,Libya,2008,Export,44696436406
434,Libya,2007,Import,6748809550
434,Libya,2007,Export,32503486809
440,Lithuania,2012,Import,32237640017
440,Lithuania,2012,Export,29652662128
440,Lithuania,2011,Import,31801287866
440,Lithuania,2011,Export,28068648237
440,Lithuania,2010,Import,23378047393
440,Lithuania,2010,Export,20813922632
440,Lithuania,2009,Import,18340632911
440,Lithuania,2009,Export,16496339326
440,Lithuania,2008,Import,31294662543
440,Lithuania,2008,Export,23769895309
440,Lithuania,2007,Import,24445067457
440,Lithuania,2007,Export,17162395776
440,Lithuania,2006,Import,19388425405
440,Lithuania,2006,Export,14135189839
440,Lithuania,2005,Import,15704432297
440,Lithuania,2005,Export,12070443660
440,Lithuania,2004,Import,12379200835
440,Lithuania,2004,Export,9302608608
440,Lithuania,2003,Import,9803635901
440,Lithuania,2003,Export,7162432963
440,Lithuania,2002,Import,7709309670
440,Lithuania,2002,Export,5475632489
440,Lithuania,2001,Import,6353270743
440,Lithuania,2001,Export,4583049510
440,Lithuania,2000,Import,5456480316
440,Lithuania,2000,Export,3809411167
440,Lithuania,1999,Import,4834490072
440,Lithuania,1999,Export,3003828561
440,Lithuania,1998,Import,5793748992
440,Lithuania,1998,Export,3710731520
440,Lithuania,1997,Import,5643365888
440,Lithuania,1997,Export,3862455552
440,Lithuania,1996,Import,4558530048
440,Lithuania,1996,Export,3356355072
440,Lithuania,1995,Import,3648539392
440,Lithuania,1995,Export,2705662208
440,Lithuania,1994,Import,2588999986
440,Lithuania,1994,Export,2029000000
442,Luxembourg,2013,Re-Import,57137409
442,Luxembourg,2013,Import,23712295948
442,Luxembourg,2013,Export,13800393725
442,Luxembourg,2013,Re-Export,49242890
442,Luxembourg,2012,Import,24010950967
442,Luxembourg,2012,Export,13691866127
442,Luxembourg,2012,Re-Export,52521631
442,Luxembourg,2012,Re-Import,55056364
442,Luxembourg,2011,Import,25971633904
442,Luxembourg,2011,Export,16307879411
442,Luxembourg,2011,Re-Export,70066127
442,Luxembourg,2011,Re-Import,47333435
442,Luxembourg,2010,Import,20399987741
442,Luxembourg,2010,Export,13911259203
442,Luxembourg,2010,Re-Export,75631650
442,Luxembourg,2010,Re-Import,59161884
442,Luxembourg,2009,Import,18770617979
442,Luxembourg,2009,Export,12542132517
442,Luxembourg,2009,Re-Export,77207968
442,Luxembourg,2009,Re-Import,57816449
442,Luxembourg,2008,Import,25498095369
442,Luxembourg,2008,Export,17380796716
442,Luxembourg,2008,Re-Export,73531997
442,Luxembourg,2008,Re-Import,67815510
442,Luxembourg,2007,Import,22288700591
442,Luxembourg,2007,Export,16197286679
442,Luxembourg,2006,Import,19640455309
442,Luxembourg,2006,Export,14183095734
442,Luxembourg,2005,Import,17585502503
442,Luxembourg,2005,Export,12714922011
442,Luxembourg,2004,Import,16771715410
442,Luxembourg,2004,Export,12167836185
442,Luxembourg,2003,Import,13646402935
442,Luxembourg,2003,Export,9987082177
442,Luxembourg,2002,Import,11528844484
442,Luxembourg,2002,Export,8592956315
442,Luxembourg,2001,Import,11187657219
442,Luxembourg,2001,Export,8259975150
442,Luxembourg,2000,Import,10592383579
442,Luxembourg,2000,Export,7876174863
442,Luxembourg,1999,Import,10346585824
442,Luxembourg,1999,Export,7673970126
450,Madagascar,2012,Import,2658986872
450,Madagascar,2012,Export,1224513561
450,Madagascar,2012,Re-Export,39093911
450,Madagascar,2011,Import,2957134123
450,Madagascar,2011,Export,1471523549
450,Madagascar,2011,Re-Export,97494980
450,Madagascar,2010,Import,2546194911
450,Madagascar,2010,Export,1082167741
450,Madagascar,2010,Re-Export,140018745
450,Madagascar,2009,Import,3159330780
450,Madagascar,2009,Export,1095897922
450,Madagascar,2009,Re-Export,103550385
450,Madagascar,2008,Import,3850615003
450,Madagascar,2008,Export,1667400686
450,Madagascar,2008,Re-Export,120215635
450,Madagascar,2007,Import,2445478414
450,Madagascar,2007,Export,1343309421
450,Madagascar,2007,Re-Export,145815803
450,Madagascar,2006,Import,1760262530
450,Madagascar,2006,Export,1008158415
450,Madagascar,2006,Re-Export,74027958
450,Madagascar,2005,Import,1685896747
450,Madagascar,2005,Export,835889826
450,Madagascar,2005,Re-Export,92655399
450,Madagascar,2004,Import,1651903048
450,Madagascar,2004,Export,971194379
450,Madagascar,2004,Re-Export,78445834
450,Madagascar,2003,Import,1318061479
450,Madagascar,2003,Export,979047217
450,Madagascar,2003,Re-Export,162144296
450,Madagascar,2002,Import,601944600
450,Madagascar,2002,Export,667443725
450,Madagascar,2002,Re-Export,75211394
450,Madagascar,2001,Import,920189643
450,Madagascar,2001,Export,947617720
450,Madagascar,2001,Re-Export,141648611
450,Madagascar,2000,Import,990665147
450,Madagascar,2000,Export,861932001
450,Madagascar,2000,Re-Export,161563254
450,Madagascar,1999,Import,505340536
450,Madagascar,1999,Export,232759000
450,Madagascar,1998,Import,556789568
450,Madagascar,1998,Export,234558096
450,Madagascar,1997,Import,573047296
450,Madagascar,1997,Export,277755424
450,Madagascar,1996,Import,602119488
450,Madagascar,1996,Export,299049408
450,Madagascar,1995,Import,549520064
450,Madagascar,1995,Export,359872512
450,Madagascar,1995,Re-Export,9453516
450,Madagascar,1994,Import,431707968
450,Madagascar,1994,Export,326612992
450,Madagascar,1993,Import,468596320
450,Madagascar,1993,Export,261727120
450,Madagascar,1992,Import,391342912
450,Madagascar,1992,Export,268887744
450,Madagascar,1991,Import,406321728
450,Madagascar,1991,Export,295377792
450,Madagascar,1990,Import,569311040
450,Madagascar,1990,Export,292420992
454,Malawi,2011,Import,2427696418
454,Malawi,2011,Export,1425289318
454,Malawi,2011,Re-Export,5988901
454,Malawi,2010,Import,2173037656
454,Malawi,2010,Export,1066203666
454,Malawi,2010,Re-Export,1413899
454,Malawi,2009,Import,2021672009
454,Malawi,2009,Export,1187916827
454,Malawi,2008,Import,2203688434
454,Malawi,2008,Export,878999252
454,Malawi,2008,Re-Export,300480
454,Malawi,2007,Import,1377845298
454,Malawi,2007,Export,868559184
454,Malawi,2007,Re-Export,366507
454,Malawi,2006,Import,1206696040
454,Malawi,2006,Export,666217290
454,Malawi,2006,Re-Export,3314250
454,Malawi,2005,Import,1165191991
454,Malawi,2005,Export,495489749
454,Malawi,2005,Re-Import,8
454,Malawi,2004,Import,928658470
454,Malawi,2004,Export,458703139
454,Malawi,2003,Import,785375762
454,Malawi,2003,Export,502430472
454,Malawi,2002,Import,694997507
454,Malawi,2002,Export,377517323
454,Malawi,2001,Import,561593386
454,Malawi,2001,Export,449409880
454,Malawi,2001,Re-Export,12495948
454,Malawi,2001,Re-Import,18760
454,Malawi,2000,Import,532072949
454,Malawi,2000,Export,379292364
454,Malawi,2000,Re-Export,8953685
454,Malawi,1999,Import,645381248
454,Malawi,1999,Export,438409600
454,Malawi,1999,Re-Export,23516348
454,Malawi,1998,Export,541072346
454,Malawi,1998,Re-Export,11103658
454,Malawi,1997,Export,541609828
454,Malawi,1997,Re-Export,15164072
454,Malawi,1996,Export,515645720
454,Malawi,1996,Re-Export,15132760
454,Malawi,1995,Import,500404224
454,Malawi,1995,Export,433343584
454,Malawi,1995,Re-Export,12331696
454,Malawi,1994,Import,539274688
454,Malawi,1994,Export,337086592
454,Malawi,1994,Re-Export,13565333
454,Malawi,1991,Import,647395968
454,Malawi,1991,Export,482986400
454,Malawi,1991,Re-Export,10557262
454,Malawi,1990,Import,579631296
454,Malawi,1990,Export,411561120
454,Malawi,1990,Re-Export,9353277
458,Malaysia,2013,Import,2.06251E+11
458,Malaysia,2013,Export,2.28516E+11
458,Malaysia,2013,Re-Import,173203108
458,Malaysia,2012,Import,1.96197E+11
458,Malaysia,2012,Export,2.27449E+11
458,Malaysia,2012,Re-Import,57018236
458,Malaysia,2011,Import,1.87573E+11
458,Malaysia,2011,Export,2.26993E+11
458,Malaysia,2011,Re-Import,27957429
458,Malaysia,2010,Import,1.64586E+11
458,Malaysia,2010,Export,1.98791E+11
458,Malaysia,2010,Re-Import,120420134
458,Malaysia,2009,Import,1.23575E+11
458,Malaysia,2009,Export,1.57195E+11
458,Malaysia,2008,Import,1.55661E+11
458,Malaysia,2008,Export,1.98702E+11
458,Malaysia,2007,Import,1.46104E+11
458,Malaysia,2007,Export,1.75962E+11
458,Malaysia,2007,Re-Import,1234530554
458,Malaysia,2006,Import,1.31127E+11
458,Malaysia,2006,Export,1.60669E+11
458,Malaysia,2005,Import,1.1429E+11
458,Malaysia,2005,Export,1.41624E+11
458,Malaysia,2005,Re-Import,990748717
458,Malaysia,2004,Import,1.05157E+11
458,Malaysia,2004,Export,1.2664E+11
458,Malaysia,2004,Re-Import,909347862
458,Malaysia,2003,Import,82443541384
458,Malaysia,2003,Export,1.04707E+11
458,Malaysia,2002,Import,78673784180
458,Malaysia,2002,Export,94058290562
458,Malaysia,2001,Import,73078955792
458,Malaysia,2001,Export,88004486660
458,Malaysia,2000,Import,81289545463
458,Malaysia,2000,Export,98229771679
458,Malaysia,1999,Import,64939219363
458,Malaysia,1999,Export,84511901587
458,Malaysia,1998,Import,57759420674
458,Malaysia,1998,Export,73254221383
458,Malaysia,1997,Import,78433583104
458,Malaysia,1997,Export,78729420800
458,Malaysia,1996,Import,77904686076
458,Malaysia,1996,Export,78314873320
458,Malaysia,1995,Import,77045596053
458,Malaysia,1995,Export,73778148897
458,Malaysia,1994,Import,59085992781
458,Malaysia,1994,Export,58842643539
458,Malaysia,1993,Import,45389967912
458,Malaysia,1993,Export,47127175966
458,Malaysia,1992,Import,39788383435
458,Malaysia,1992,Export,40768494324
458,Malaysia,1991,Import,36581322168
458,Malaysia,1991,Export,34347755430
458,Malaysia,1990,Import,29245597056
458,Malaysia,1990,Export,29453208697
458,Malaysia,1989,Import,22480953310
458,Malaysia,1989,Export,25048247068
462,Maldives,2012,Import,1554501652
462,Maldives,2012,Export,161606754
462,Maldives,2011,Export,83278714
462,Maldives,2011,Import,1411701092
462,Maldives,2010,Import,1095116285
462,Maldives,2010,Export,74202946
462,Maldives,2009,Import,966136180
462,Maldives,2009,Export,76665464
462,Maldives,2008,Import,1387508929
462,Maldives,2008,Export,126363406
462,Maldives,2007,Import,1096290117
462,Maldives,2007,Export,108170984
462,Maldives,2006,Import,926525089
462,Maldives,2006,Export,135603308
462,Maldives,2005,Import,744864586
462,Maldives,2005,Export,154174655
462,Maldives,2005,Re-Export,49951251
462,Maldives,2004,Import,641816856
462,Maldives,2004,Export,169740947
462,Maldives,2004,Re-Export,46906795
462,Maldives,2003,Import,470783245
462,Maldives,2003,Export,112962652
462,Maldives,2002,Import,391722229
462,Maldives,2002,Export,90756518
462,Maldives,2001,Import,387885184
462,Maldives,2001,Export,76688392
462,Maldives,2000,Import,388577152
462,Maldives,2000,Export,76195712
462,Maldives,1999,Import,402151232
462,Maldives,1999,Export,63951212
462,Maldives,1998,Import,353963520
462,Maldives,1998,Export,74625744
462,Maldives,1997,Import,348840832
462,Maldives,1997,Export,70214168
462,Maldives,1996,Import,301655456
462,Maldives,1996,Export,59404352
462,Maldives,1995,Import,267906544
462,Maldives,1995,Export,49804380
466,Mali,2012,Import,3462655072
466,Mali,2012,Export,2610386505
466,Mali,2012,Re-Export,156539117
466,Mali,2011,Import,3351538885
466,Mali,2011,Export,2374496601
466,Mali,2011,Re-Export,163950706
466,Mali,2010,Export,1996261290
466,Mali,2010,Re-Export,65618389
466,Mali,2010,Import,4703502882
466,Mali,2008,Import,3338925050
466,Mali,2008,Export,1918264275
466,Mali,2007,Import,2184847362
466,Mali,2007,Export,1440624796
466,Mali,2006,Import,1819763040
466,Mali,2006,Export,1526125030
466,Mali,2005,Import,1543598939
466,Mali,2005,Export,1075106506
466,Mali,2004,Import,1364422211
466,Mali,2004,Export,987483075
466,Mali,2003,Import,1271095915
466,Mali,2003,Export,1007432000
466,Mali,2002,Import,927153814
466,Mali,2002,Export,852176849
466,Mali,2001,Import,987956836
466,Mali,2001,Export,712872539
466,Mali,2000,Import,806367872
466,Mali,2000,Export,472688704
466,Mali,2000,Re-Export,21387000
466,Mali,1999,Import,827144704
466,Mali,1999,Export,501750240
466,Mali,1999,Re-Export,29951172
466,Mali,1998,Import,834329344
466,Mali,1998,Export,446843808
466,Mali,1998,Re-Export,25514468
466,Mali,1997,Import,680801472
466,Mali,1997,Export,302353152
466,Mali,1997,Re-Export,5364447
466,Mali,1996,Import,790290880
466,Mali,1996,Export,409521792
466,Mali,1996,Re-Export,20460908
470,Malta,2012,Import,7896220752
470,Malta,2012,Export,5646270198
470,Malta,2011,Import,7395938428
470,Malta,2011,Export,5278693591
470,Malta,2010,Import,5732174585
470,Malta,2010,Export,3716753993
470,Malta,2009,Import,4034116625
470,Malta,2009,Export,2280269219
470,Malta,2008,Import,5140832421
470,Malta,2008,Export,3028516490
470,Malta,2007,Import,4947024161
470,Malta,2007,Export,3158339102
470,Malta,2006,Import,4395512725
470,Malta,2006,Export,2847260492
470,Malta,2005,Import,3865229252
470,Malta,2005,Export,2430591661
470,Malta,2004,Import,4153374583
470,Malta,2004,Export,2631727830
470,Malta,2003,Import,3402470620
470,Malta,2003,Export,2467058126
470,Malta,2003,Re-Export,296519159
470,Malta,2002,Import,2839161920
470,Malta,2002,Export,2126263273
470,Malta,2002,Re-Export,282190353
470,Malta,2001,Import,2725016448
470,Malta,2001,Export,1957849960
470,Malta,2001,Re-Export,199783773
470,Malta,2000,Import,3398731776
470,Malta,2000,Export,2437889024
470,Malta,2000,Re-Export,215749264
470,Malta,1999,Import,2840153600
470,Malta,1999,Export,1979632128
470,Malta,1999,Re-Export,196428624
470,Malta,1998,Import,2666498816
470,Malta,1998,Export,1832752768
470,Malta,1998,Re-Export,121422248
470,Malta,1997,Import,2553495296
470,Malta,1997,Export,1644257280
470,Malta,1997,Re-Export,180146928
470,Malta,1996,Import,2802324992
470,Malta,1996,Export,1747885952
470,Malta,1996,Re-Export,165813936
470,Malta,1995,Import,2941744384
470,Malta,1995,Export,1913218048
470,Malta,1995,Re-Export,128190712
470,Malta,1994,Import,2440715008
470,Malta,1994,Export,1557655936
470,Malta,1994,Re-Export,119912912
474,Martinique,1995,Import,1969808128
474,Martinique,1995,Export,241915488
474,Martinique,1994,Import,1642258048
474,Martinique,1994,Export,218604240
478,Mauritania,2012,Import,2970620182
478,Mauritania,2012,Export,2623807385
478,Mauritania,2011,Export,2457998771
478,Mauritania,2011,Import,2452705805
478,Mauritania,2010,Import,1726532299
478,Mauritania,2010,Export,725370083
478,Mauritania,2009,Import,1337081449
478,Mauritania,2009,Export,1164529506
478,Mauritania,2008,Import,1637617340
478,Mauritania,2008,Export,1627127555
478,Mauritania,2007,Import,1430418276
478,Mauritania,2007,Export,1353710449
478,Mauritania,2006,Import,1073326144
478,Mauritania,2005,Import,1342035638
478,Mauritania,2005,Export,556397355
478,Mauritania,2004,Import,1339968925
478,Mauritania,2004,Export,435221648
478,Mauritania,2003,Import,386406015
478,Mauritania,2003,Export,320791677
478,Mauritania,2002,Import,355393412
478,Mauritania,2002,Export,319914224
478,Mauritania,2001,Import,374066252
478,Mauritania,2001,Export,346908751
478,Mauritania,2000,Import,353643891
478,Mauritania,2000,Export,342806822
480,Mauritius,2013,Import,5397637438
480,Mauritius,2013,Export,2344575369
480,Mauritius,2013,Re-Export,448035862
480,Mauritius,2012,Import,5772006384
480,Mauritius,2012,Export,2257737340
480,Mauritius,2012,Re-Export,403170617
480,Mauritius,2011,Import,5158618169
480,Mauritius,2011,Export,2255420859
480,Mauritius,2011,Re-Export,357406116
480,Mauritius,2010,Import,4402331731
480,Mauritius,2010,Export,1849522324
480,Mauritius,2010,Re-Export,359536354
480,Mauritius,2009,Import,3725099040
480,Mauritius,2009,Export,1765792104
480,Mauritius,2008,Import,4669746930
480,Mauritius,2008,Export,2401466187
480,Mauritius,2007,Import,3900897165
480,Mauritius,2007,Export,2228669209
480,Mauritius,2006,Import,3643329747
480,Mauritius,2006,Export,2333369314
480,Mauritius,2005,Import,3160116999
480,Mauritius,2005,Export,2143866231
480,Mauritius,2005,Re-Export,582945877
480,Mauritius,2004,Import,2777440319
480,Mauritius,2004,Export,2004667777
480,Mauritius,2003,Import,2389512192
480,Mauritius,2003,Export,1862056448
480,Mauritius,2002,Import,2168119296
480,Mauritius,2002,Export,1754900224
480,Mauritius,2001,Import,1991795584
480,Mauritius,2001,Export,1521350656
480,Mauritius,2000,Import,2081215104
480,Mauritius,2000,Export,1489961728
480,Mauritius,1999,Import,2275922616
480,Mauritius,1999,Export,1562475473
480,Mauritius,1998,Import,2182512896
480,Mauritius,1998,Export,1700374528
480,Mauritius,1997,Import,2230989824
480,Mauritius,1997,Export,1600096256
480,Mauritius,1996,Import,2276909824
480,Mauritius,1996,Export,1699367424
480,Mauritius,1995,Import,2000460544
480,Mauritius,1995,Export,1538284672
480,Mauritius,1994,Import,1923841920
480,Mauritius,1994,Export,1348009472
480,Mauritius,1993,Import,1919115264
480,Mauritius,1993,Export,1467088000
175,Mayotte,2009,Import,501924607
175,Mayotte,2009,Export,6780235
175,Mayotte,2008,Import,606266802
175,Mayotte,2008,Export,7742338
175,Mayotte,2007,Import,499362083
175,Mayotte,2007,Export,7813272
175,Mayotte,2006,Import,365149295
175,Mayotte,2006,Export,7401875
175,Mayotte,2005,Import,309498978
175,Mayotte,2005,Export,6429819
175,Mayotte,2004,Import,281602402
175,Mayotte,2004,Export,4898029
175,Mayotte,2003,Import,215649391
175,Mayotte,2003,Export,4995633
175,Mayotte,2002,Import,172109522
175,Mayotte,2002,Export,5635303
175,Mayotte,2001,Import,160118277
175,Mayotte,2001,Export,3504403
175,Mayotte,2001,Re-Import,3406
175,Mayotte,2000,Import,138722553
175,Mayotte,2000,Export,2754154
484,Mexico,2012,Import,3.70751E+11
484,Mexico,2012,Export,3.70643E+11
484,Mexico,2011,Import,3.50842E+11
484,Mexico,2011,Export,3.49569E+11
484,Mexico,2010,Import,3.01482E+11
484,Mexico,2010,Export,2.98305E+11
484,Mexico,2009,Import,2.34385E+11
484,Mexico,2009,Export,2.29712E+11
484,Mexico,2008,Import,3.08583E+11
484,Mexico,2008,Export,2.91265E+11
484,Mexico,2007,Export,2.71821E+11
484,Mexico,2007,Import,2.81927E+11
484,Mexico,2006,Import,2.56086E+11
484,Mexico,2006,Export,2.49961E+11
484,Mexico,2005,Import,2.21819E+11
484,Mexico,2005,Export,2.14207E+11
484,Mexico,2004,Import,1.96808E+11
484,Mexico,2004,Export,1.8798E+11
484,Mexico,2003,Import,1.70546E+11
484,Mexico,2003,Export,1.64907E+11
484,Mexico,2002,Import,1.68651E+11
484,Mexico,2002,Export,1.60751E+11
484,Mexico,2001,Import,1.68377E+11
484,Mexico,2001,Export,1.58386E+11
484,Mexico,2000,Import,1.79404E+11
484,Mexico,2000,Export,1.66294E+11
484,Mexico,1999,Import,1.41956E+11
484,Mexico,1999,Export,1.36263E+11
484,Mexico,1998,Import,1.25324E+11
484,Mexico,1998,Export,1.17325E+11
484,Mexico,1997,Import,1.11983E+11
484,Mexico,1997,Export,1.10047E+11
484,Mexico,1996,Import,89355034624
484,Mexico,1996,Export,95661170688
484,Mexico,1995,Import,72452988928
484,Mexico,1995,Export,79540658176
484,Mexico,1994,Import,79334973440
484,Mexico,1994,Export,60618563584
484,Mexico,1993,Import,65271992320
484,Mexico,1993,Export,51886415872
484,Mexico,1992,Import,61924225024
484,Mexico,1992,Export,46194884608
484,Mexico,1991,Import,38073315328
484,Mexico,1991,Export,26956705792
484,Mexico,1990,Import,29559513088
484,Mexico,1990,Export,26344665088
496,Mongolia,2007,Import,2117033711
496,Mongolia,2007,Export,1886552768
496,Mongolia,2007,Re-Import,794058
496,Mongolia,2006,Import,1485599162
496,Mongolia,2006,Export,1542321443
496,Mongolia,2005,Import,1182558833
496,Mongolia,2005,Export,1064384730
496,Mongolia,2004,Import,1021145584
496,Mongolia,2004,Export,856009381
496,Mongolia,2003,Import,801000896
496,Mongolia,2003,Export,615866368
496,Mongolia,2002,Export,480453490
496,Mongolia,2001,Import,630115353
496,Mongolia,2001,Export,448473915
496,Mongolia,2000,Import,614501248
496,Mongolia,2000,Export,465888832
496,Mongolia,1999,Import,510288928
496,Mongolia,1999,Export,358194368
496,Mongolia,1998,Import,488870432
496,Mongolia,1998,Export,345071808
496,Mongolia,1997,Import,467845248
496,Mongolia,1997,Export,451434112
496,Mongolia,1996,Import,450924416
496,Mongolia,1996,Export,424266880
499,Montenegro,2013,Import,2167707448
499,Montenegro,2013,Export,534391129
499,Montenegro,2012,Import,2336353472
499,Montenegro,2012,Export,468788331
499,Montenegro,2011,Import,2544044492
499,Montenegro,2011,Export,627531806
499,Montenegro,2011,Re-Export,44245138
499,Montenegro,2010,Import,2181940294
499,Montenegro,2010,Export,436575412
499,Montenegro,2010,Re-Export,27548450
499,Montenegro,2009,Import,2313139288
499,Montenegro,2009,Export,387540282
499,Montenegro,2009,Re-Export,59895629
499,Montenegro,2008,Import,3731167872
499,Montenegro,2008,Export,616616100
499,Montenegro,2008,Re-Export,150968726
499,Montenegro,2007,Import,2867309516
499,Montenegro,2007,Export,626289117
499,Montenegro,2007,Re-Export,81809368
499,Montenegro,2006,Import,1841505244
499,Montenegro,2006,Export,556459015
499,Montenegro,2006,Re-Export,57653762
500,Montserrat,2011,Import,33417122
500,Montserrat,2010,Export,1099108
500,Montserrat,2010,Re-Export,480231
500,Montserrat,2009,Import,29604827
500,Montserrat,2009,Export,3148450
500,Montserrat,2009,Re-Export,1743557
500,Montserrat,2008,Import,38048032
500,Montserrat,2008,Export,4060340
500,Montserrat,2008,Re-Export,2009365
500,Montserrat,2007,Re-Export,746631
500,Montserrat,2007,Export,2701107
500,Montserrat,2007,Import,29620691
500,Montserrat,2006,Import,30199083
500,Montserrat,2006,Export,1310931
500,Montserrat,2006,Re-Export,549764
500,Montserrat,2005,Import,29757430
500,Montserrat,2005,Export,1441547
500,Montserrat,2005,Re-Export,1309980
500,Montserrat,2004,Import,28723848
500,Montserrat,2004,Export,4238596
500,Montserrat,2004,Re-Export,4236252
500,Montserrat,2003,Import,28415422
500,Montserrat,2003,Export,1774114
500,Montserrat,2003,Re-Export,1772838
500,Montserrat,2002,Import,25421690
500,Montserrat,2002,Export,1411459
500,Montserrat,2002,Re-Export,1409509
500,Montserrat,2001,Import,19371217
500,Montserrat,2001,Export,722248
500,Montserrat,2001,Re-Export,720294
500,Montserrat,2000,Import,21609195
500,Montserrat,2000,Export,1118023
500,Montserrat,2000,Re-Export,1109082
500,Montserrat,1999,Import,21886272
500,Montserrat,1999,Export,1254600
500,Montserrat,1999,Re-Export,1250410
504,Morocco,2012,Import,44789781626
504,Morocco,2012,Export,21417184362
504,Morocco,2011,Import,44262937485
504,Morocco,2011,Export,21649934076
504,Morocco,2010,Import,35378881794
504,Morocco,2010,Export,17764791264
504,Morocco,2009,Import,32882050032
504,Morocco,2009,Export,14068939729
504,Morocco,2008,Import,42321963167
504,Morocco,2008,Export,20305697952
504,Morocco,2007,Import,31650391538
504,Morocco,2007,Export,14607345568
504,Morocco,2006,Import,23298468124
504,Morocco,2006,Export,12530623644
504,Morocco,2005,Import,20803176770
504,Morocco,2005,Export,11184846949
504,Morocco,2004,Import,17824640772
504,Morocco,2004,Export,9922668929
504,Morocco,2003,Import,14230607666
504,Morocco,2003,Export,8777235497
504,Morocco,2002,Import,11878152731
504,Morocco,2002,Export,7850325933
504,Morocco,2001,Import,11036685312
504,Morocco,2001,Export,7144078848
504,Morocco,2000,Import,11533382656
504,Morocco,2000,Export,7431840768
504,Morocco,1999,Import,10787588096
504,Morocco,1999,Export,7502914560
504,Morocco,1998,Import,10287315968
504,Morocco,1998,Export,7155267072
504,Morocco,1997,Import,7877528576
504,Morocco,1997,Export,4674169856
504,Morocco,1996,Import,8253436928
504,Morocco,1996,Export,4741999616
504,Morocco,1995,Import,8540476416
504,Morocco,1995,Export,4718877184
504,Morocco,1994,Import,7193677312
504,Morocco,1994,Export,4034587392
504,Morocco,1993,Import,6658842112
504,Morocco,1993,Export,3695944960
508,Mozambique,2012,Import,6177209677
508,Mozambique,2012,Export,3469851707
508,Mozambique,2011,Import,6305647000
508,Mozambique,2011,Export,3604118000
508,Mozambique,2010,Import,3564229509
